text,label,exp1_pred,exp1_conf,exp3_pred,exp3_conf
@ivanmayrina para sa iyo walang ginawang mabuti gobyerno. Spokesman ka ba ni Binay. @gmanews @noynoyaquino,0,0,0.9903267,0,0.997
Puñeta yung commercial ni Binay nakakainit pa rin ng ulo. ??,1,1,0.9946585,1,0.999
FULL STORY: senmiriam defends reso stating EDCA is invalid without Senate concurrence https://t.co/G9cmjrN1l2 https://t.co/InyhScGs90,0,1,0.9965869,0,1.0
"Sobrang naiirita na ako sa political ad ni Binay. Puttanesca pasta spag. [Daming pera, aba. 500K ang 30 seconds sa primetime. Grabe.] ??",1,1,0.99637765,1,0.998
Only Binay can irritate me T H I S  M U C H.,1,1,0.94415355,1,0.9937
Mar Roxas kasi mabuti siyang tao  https://t.co/wyECaFxP5A,0,1,0.59502846,0,0.9956
"Ang daang matuwad(este matuwid nga ba?) ng LP(Libog Party)yellows ni Noy Aquino at Mar Roxas. NO to LP's, NO to Mar! https://t.co/Ctql5mvfAH",1,1,0.99643207,1,0.9634
The question is not whether Binay is bad but whether he will be badder via @rapplerdotcom https://t.co/7Js3U4cUK1,1,1,0.99617237,1,0.9966
"San na ang maka Mar, Poe, MDS at Binay. Oh di ba, paki check ng finger nyo, lahat Du30 kaayo! Lol",1,0,0.7326132,1,0.902
pag Mar Roxas lumabas sa resibo ko tangina ka https://t.co/lRmab1BAJN,1,1,0.9961767,1,0.9956
RT @RaegenOledan: HAHAHAHAHAHAHA wala ka na Binay!!! https://t.co/SCGDMsQMDG https://t.co/yWeDfNXrQl,0,1,0.9947501,0,0.9253
Binay or Duterte:Are U voting FOR THE LESSER OF 2 EVILS? Choosing the lesser of two evils is still choosing evil. https://t.co/As38dlW4Ay,1,1,0.9957983,1,0.9834
Isakripisyo ang teritoryo para sa pera. https://t.co/5Ur41Mr0DV,0,1,0.7527736,1,0.8545
Sawang sawa na ko sa commercial ni Binay ??,1,0,0.92220753,0,0.8877
"kung ippilit ninyo panalunin c mar roxas, ung mgging first lady natin persona non grata sa Japan. imagine that? geez. ???? #DuterteTillTheEnd",1,1,0.99607664,1,0.9624
RT @akosinix08: This Binay commercial is just so annoying.,1,1,0.9900221,1,0.9795
Anti - Mar Roxas ?? https://t.co/u8tehBoqHG,0,1,0.90278447,0,0.6064
One thing this election proves: PNoy's administration and Mar Roxas are incapable of cheating. To those who spread the lies:Congratulations!,0,0,0.97494274,0,0.822
"Mar Roxas is like the most hated person on social media right now. Well, next to KathNiel.

*cringe*",0,1,0.9743722,1,0.995
"Low yield mar roxas, naungusan pa ni binay haha oops pero wag masyado kampante!!! Things happen when you least expect them!",0,1,0.92755675,0,0.909
https://t.co/qKuvxGy7gv,1,1,0.9275585,0,0.6934
Si Mar Roxas amputa sarap sampalin. Galing magmalinis. Wag ka ng umasang manalo. Ulol!,1,1,0.99609935,1,0.9995
@cruzjheeen yung last link na sinend ko nandun si Binay :((,0,1,0.9787001,0,0.8833
My vote will never be wasted. @SenGracePOE ?? #Election2016 #POEforthewin #POEforPresident #GobyernongMayPuso,0,0,0.99345016,0,0.996
Whahahaha!!! Mismong katandem na ni Mar Roxas ang nagpapahiwatig na di mananalo si Mar. Thank you Lord! https://t.co/JTAXYyavwN,0,1,0.9967259,0,0.992
"Anu puro sandro marcos ngayon, tapos sunod c jun jun binay, tapos si josh namn
Hays",1,0,0.833964,1,0.617
"@inquirerdotnet COA SHOULD NOT BE COWED BY THE CORRUPT BINAY ,release the report now..",1,1,0.9913857,1,0.957
REGISTERED NAKO! Sinong boboto? Syempre Binay.,0,0,0.7918942,0,0.991
Yung leadership ni VP Binay ang kailangan nating itaas para makarating doon sa pinakamataas na pinuno. - Gen. Napeñas,0,0,0.88167834,0,0.9995
Naiirita nako sa patalastas ni Binay. Nognog pandak laki sa hirap lanjong yan oo na ikaw na!! ??,1,1,0.99628985,1,0.999
Palapit lapit pa 'to si Binay as if may mafeel kaming connection. Ulol Binay Trapong ina ka! #PiliPinasDebates2016,1,1,0.996682,1,0.9956
Fuck you Mar Roxas Pakain ni Mayor sayo yung Certificate makita mo https://t.co/XySEg0R444,1,1,0.99361163,1,0.999
#OnlyB1NAYPresidente  #Halalan2016,1,0,0.9657908,1,0.974
"Sakit siguro ng ulo ni VP Binay, he was leading all the way last year plus considering how much he spent for his campaign ??",0,0,0.99257255,0,0.682
"anong kaibahan ni alma moreno kay binay? si binay nognog. si alma, moreno.",0,0,0.9355607,0,0.892
"Epal na Mar Roxas, Epal na LP. #NoToMarRoxas #NoToLP #NoToMar https://t.co/JcWJe9UYsj",1,1,0.9967104,1,0.9995
@mymzlanado Hala. Di Binay if ever yan or Bongbong at sila ang matitindi war chests.,0,0,0.982025,0,0.9917
@wendybinay BINAY! wala na ba? ??????,0,1,0.7408229,0,0.9644
idk but i just dont feel you grace poe,0,1,0.9954129,0,0.598
A parody news article with video and photos featuring an... https://t.co/vMFWuQq5eG,0,0,0.992902,0,0.863
"Binay: “Demolition job!”Roxas: “Demolition job!”So, ano pinagkaiba n’yo? #Palusot",0,0,0.99265325,0,0.9883
sorry but #Duterte and #Poe did not answer the 1st question properly. #PiliPinasDebates2016 #PresidentialDebate2016,0,1,0.97387064,0,0.9995
VP Binay in Tagum City for BSP Jamboree https://t.co/u3Mocukx2I,0,0,0.9145712,0,1.0
"@graphicaIs Miriam is biased? She also criticized Roxas and Poe. Why is it that anyone who criticizes Duterte is ""biased""?",1,0,0.99294585,0,0.945
'Yan si binay. ?? https://t.co/9SHsGpBxzS,0,1,0.9523586,0,0.843
Ano nanaman bang kaputanginahan tong bagong commercial ni Binay. ??,1,1,0.99323213,1,0.9946
"Mar Roxas: Tuloy ang 4P's, tuloy ang pension ng mga Senior Citizens, tuloy ang programa sa mga kabataan @dzrhnews https://t.co/Rv4v5T3dxG",0,1,0.99625945,0,1.0
"#BINAY:If elected, will you say NO to Corruption? https://t.co/Yga4UzE9Jh",1,1,0.99635494,1,0.987
"Roxas, desperate! Walang tuwid na daan. Baluktot! Kelangan na ng pagbabago. #Eleksyon2016 #DapatTama",1,0,0.76497096,1,0.9966
"#Ateneans4Poe reached 3000 likes as of this morning 3 days after it was created. This is good! Biggest audience:male, 18-24! #POE2016",0,1,0.9967801,0,0.995
"Pamilyang Pilipino - Mar Roxas
""Ipanalo ang pamilyang pilipino, uwoo-oh uwoo-oh ipanalo ang pamilyang pilipino"" putangina mo roxas",1,1,0.9929865,1,0.9985
"Roxas, so desperate to win, tries to get Poe to his side, thinking that it is a battle between him and Duterte",1,1,0.9766467,1,0.9053
RT @ProfWallyMonsod: Read this. It was part of the good start to my day. #ParaSaBayan #RoxasRobredo2016 Ituloy ang Daang Matuwid. https://t…,0,0,0.9923574,0,0.994
Nognog pandak... Only Binay wahahahahahah lt,1,1,0.99176425,1,0.97
2015/11/22 04:53 PHT https://t.co/dRwxiUtCOV,0,0,0.99281865,0,1.0
Wth! What's happening? Magsasanib si Roxas at Poe? Isama niyo na pati si Binay! Mga walang kwenta!! Ano to Dragon Ball? #DU30,1,1,0.99657756,1,0.998
lalo lang pumangit image ni Mar Roxas dahil sa ginawa ni DJ :(,0,1,0.9954159,0,0.893
ULUUUUUUUULLLL!!!,1,1,0.9961194,1,0.8843
HAHAHA Binay? https://t.co/GYTaYDGin9,0,1,0.7901355,0,0.9365
This reasoning ????,1,1,0.70848805,1,0.8086
VP Binay camp hits Soliman for being in Mindanao while Lando threatens Luzon https://t.co/qqEP5toBN5 via @sharethis,0,0,0.99215055,0,0.999
#Roxas2016 #RoxasRobredo #SwitchtoMar  https://t.co/vYhjeqN2sZ,0,0,0.99299484,0,0.9985
Kawawa si roxas lahat ata ng binayaran nya binoto si duterte eh. Masakit talagang matraydor ????,1,1,0.91971046,1,0.9956
Napanaginipan ko na si Binay ??,0,1,0.91708595,0,0.8306
Sen @TrillanesSonny: Binay lied in TV ad on Senate probe https://t.co/fetHllUBoK #PHvote https://t.co/dYOyHpiTjU,1,1,0.99220383,1,0.9814
It is not what I heard. But peanuts compared to Binay. @bilbil,1,1,0.9665912,0,0.5244
"Diba naniniwala si Sec. Mar Roxas sa ""Bayan Muna Bago ang Sarili""? Kaya sarili nya dapat pinagququit nya at hindi si Sen. Grace Poe. Charot!",1,0,0.9909348,0,0.9346
Mananalo si Binay. Mhahati ang boto kay Miriam at Duterte eh. ????,0,1,0.73181003,0,0.9775
"Pambato ng partido ni Erap sa presidential race, umatras at inindorso ang kandidatura ni Vice Pres. Jejomar Binay",0,0,0.9896096,0,0.9995
UNA confirms first 11 senatorial bets of Binay http://t.co/c95DyXlmfk #PHVote http://t.co/R1cGxU0OY8,0,1,0.8514459,0,1.0
Kabadtrip tong si Mar Roxas eh. Lul,1,1,0.9958616,1,0.9966
VP Binay’s Camp Accused LP Over Negative TV Ads: Vice President Jejomar Binay and his entire camp accused the ... https://t.co/D400NGuZYJ,0,0,0.9914854,0,0.9985
Nasa Isabela si Binay kahapon ??????,0,0,0.8056823,0,0.9897
Urg naiinis ako tuwing nakikita ko TV ads ni Binay. Konting hiya naman.,1,1,0.99652976,1,0.999
@gmanews very short kc pro-DUTERTE pero pag antI ang haba ng report nyo! Haay GMA biasedPoe kayo at MAraming reporters nyo!,1,1,0.9841516,1,0.972
"Tangina nung ad ni binay, edi ikaw na nognog",1,1,0.9962681,1,0.996
"KAHIT SINO MANALO, WAG LANG SI MAR ROXAS!",1,0,0.9660972,1,0.9507
"Yung mga solid Binay na naka-UNA ang kamay, naging kamao na. Nababaluktot naman daw. #ChangeIsComingDaw",1,1,0.99670756,1,0.9854
@chichipascual Tssss! Binay talaga. Hahahaha . Bakit kasi kinulong pa si KapsAmazing stories . Hahahaha,1,1,0.9962584,1,0.6895
Mar Roxas: Laglag-Bala Not a Government Problem But the Passengers’ Responsibility https://t.co/gDHS5c65Kf,0,0,0.9849745,0,0.998
POTANG INA NING COMMERCIAL NI BINAY,1,1,0.98639756,1,0.9985
@iambillyalexis: Puro Duterte at Grace Poe laman ng News feed ko.,0,0,0.54263526,0,0.9897
@carlosceldran @Jimparedes @momblogger @juanachange,0,0,0.9933708,0,0.988
Salgado: 100 % assurance ang binibigay namin sa supporters ni VP Binay na hindi bibigyan ng pabor ang mga tao na nasa likod ng kampanya nya,0,0,0.99112844,0,0.9995
"i saw a picture of Dj with Mar Roxs,, ini endorse niya ba si Mar Roxas? #PSYPagyanig",0,0,0.9864841,0,0.9976
"If Jojo Binay is serious with this, then, he should consider privatization of most public hospitals, schools,... https://t.co/1KM5bpzNgI",0,1,0.99663687,0,0.998
VLOG: Will Mar Roxas' Daang Matuwid lead to victory? https://t.co/NckjbotA3S #PHVote https://t.co/hVD9cDS0vf,0,1,0.9540787,0,1.0
LOOK: 'Fake' SSN? #PHVotePoe shows Boston College ID to disprove it https://t.co/O0eeoAFXsi #PHVote https://t.co/7XoKqwBDf4,0,1,0.9966444,0,0.999
Ang yabang ni mar roxas,1,1,0.9771413,1,0.974
"Puro kayo anak ni Marcos, Hontiveros etc. pano yung anak ni Binay ? Ayaw niyo ? hahahaha",0,0,0.88905084,0,0.9956
"Duterte: ""my friends here, Miriam and Grace.""
Sorry Mar, Sorry Jojo di kayo friends :((
#PiliPinasDebates2016 #PiliPinas2016",0,1,0.9617882,0,0.994
"RT @tatancast: Points against VP Jojo Binay- the presidential aspirant, &amp; UNA- the political party more than against Alma Moreno, the senat…",0,1,0.97562724,0,0.999
"Roxas gains momentum on latest polls: Up by 1 point, LP standard bearer Mar Roxas is now nearing poll’s top a... https://t.co/4wLcy7AjMd",0,1,0.9945346,0,1.0
Alma Moreno OK despite being bashed over TV interview: Binay #Halalan2016 https://t.co/QErQ4b35fF https://t.co/b1jPPpALbZ | via ABS-CBN N…,0,0,0.9912271,0,1.0
"#Headlines Vice president Jejomar Binay, nabawi ang pangunguna sa SWS survey",0,0,0.9924062,0,0.9976
Binay naman oh! pati ba naman powerpoint namin na corrupt mo!!,1,1,0.9921657,1,0.9976
#OnlyBinayPriority4Ps,0,0,0.99263257,0,0.998
Kunyare gentleman daw si Binay. Hahaha don't us negro! ????,1,1,0.99601126,1,0.999
Taena mo binay ikinakahiya ko nang negro ako ??,1,1,0.9506028,1,0.9995
Nangunguna si Duterte. ???????????? Pero dahil nasa Administration si Mar. Dadayain yun at si Roxas ang mananalo. HAHA. Hustisiya naman please.,1,0,0.9664805,1,0.9805
Wlang kumikilos pag sila mar at poe binay ang gmwa ng kagaguhan.. pero pg si digong. Khit pari na bayaran... https://t.co/LuIHamgYyJ,1,1,0.99496776,1,0.8125
"Good Morning! Are we going to talked about Mar Roxas being desperate again, or for one last time? This is Presidency not Reality Show. Lol",1,1,0.98234415,1,0.9775
#philippines #Eleksyon2016,0,0,0.70145833,0,0.714
And Binay is watching ang waiting while everyone stabs each other ...,0,1,0.99525565,0,0.9883
#OnlyBinayHatawSaCebu,0,0,0.98478323,0,0.9917
"""Sino po ibboto nyo? Duterte?""
Lola: definitely not!
""Miriam?""
Lola: sayang siya
""Oh my gosh Roxas po?!""
Lola: why? What's wrong with Roxas?",0,0,0.9857669,0,0.984
Di ako nognog para iboto si Binay  #NogNogHambog,1,1,0.99632865,1,0.9985
RT @MetroManela: si grace poe yung overbearing group leader pero hindi naman pala enrolled,1,1,0.99377716,0,0.8843
"‘Binay, gumastos ng P600-M TV ad sa loob ng 11 mos’

Nangunguna umano si Vice President Jejomar Binay sa mga... https://t.co/pQ0N0YzSEW",0,1,0.99646074,0,0.972
"Binay appeals graft indictment, says it’s meant to ruin 2016 run https://t.co/uRnlzm5iVl | via INQUIRER",0,0,0.99173623,0,0.9995
"Oh good job grace poe! Pinakyaw lahat ng bus, so walang masakyan mga totoong pasahero ngayon. #trapoe https://t.co/HHYHRqkA2K",1,1,0.99587065,1,0.8945
#PiliPinasDebates2016,0,0,0.7254808,0,0.615
"Mga kandidatong pasok sa opisyal na balota:
For president:
1. BINAY, Jejomar C (UNA)
2. DEFENSOR-SANTIAGO, Miriam... https://t.co/kOAnHgBMbx",0,0,0.992125,0,1.0
Tuloy ang krusada vs Binay—Sen. Trillanes https://t.co/QEvm1iZPgn,0,1,0.9942621,0,0.9995
Kung hindi pala tumakbo si duterte may chance na si roxas ang manalo!! ??????,0,0,0.9669552,0,0.997
Lahat ngayon sinisisi si Mar Roxas sa mga nangyayari. Pwede kaya yung pagiging magpinsan ni Clark at Jigs isisi din sa kanya? #OTWOLPursue,1,1,0.9883497,1,0.978
Only Binay ??????,0,1,0.5061949,0,0.913
Trillanes accuses VP Binay as bare-faced liar - Read: https://t.co/c1PaiwAcUS #BeFullyInformed https://t.co/ZG8nfLh9Tl,0,1,0.9453415,0,0.9863
"Ikaw ba bibili ka ng Fruitas, tas may mukha ni binay o ni roxas matutuwa ka? Yung kay poe siguro pwede pa eh pero pota parin",1,1,0.9951226,1,0.9854
Binay wants longer presidential debates... https://t.co/gBV1CwNmZk https://t.co/evFbD2Ecsn,0,0,0.9913258,0,1.0
"RT @maria_ressa: On the Binay trail: Where did he go, what did he do? by @jodeszgavilan #PHVote via @rapplerdotcom https://t.co/wmI0QwSZ2E",0,0,0.9922517,0,1.0
@cocoydoodledoo ako nghhnayang ako na nkikita siya sa bottom. Nakakainis kasi mas pnili pa ng tao iboto si BINAY at ROXAS over MIRIAM ??,1,1,0.9951871,1,0.983
tangina Binay wala kang sinagot,1,1,0.9947654,1,0.999
"Everytime I pass by Pitogo and see these ""I ? Binay"" signs makes me wanna gouge my eyes out. Like UGH to the maximum dot com.",1,1,0.98333305,1,0.996
The ads of Binay irritates me bigtime. #PSYStuck,1,1,0.9903578,1,0.976
Narinig ko nanaman yung commercial ni binay,0,1,0.7057812,0,0.9673
Pag nanalo si Mar Roxas sisinghot ako ng tsinelas.,0,1,0.9940374,1,0.9736
"So GPL, like Binay, is scared of being onstage with the other candidates? ????",1,1,0.79899174,0,0.707
"Sa pagtakbo ni Duterts, lalo lang nyang ipinapanalo si Binay. Hay nako!",1,1,0.99647033,1,0.9985
RT @supermorgy: See that's the problem with you Mar Roxas! Nagmamagaling ka! Now I would rather have Duterte! #Election2016 #PhilippineElec…,1,1,0.99627954,1,0.771
Pera mo? Wow.,0,0,0.9794724,1,0.902
Hahaha alam nankung sino nanalo :D Mar Roxas all the way? https://t.co/rwpDOXJf6i,0,1,0.9919912,0,0.9966
Honasan: I’ll be first to stand up vs Binay if corruption proven https://t.co/XjIUqVFjkE |@YGonzalesINQ #VotePH2016 https://t.co/zh8MUyPegZ,0,1,0.9804843,0,0.9995
Wait lang napa-cringe ako sa paawa effect ni Binay,1,1,0.84591776,1,0.983
"#NogNogSinunog lahat kunu akusasyun wala syan kasalanan, mahiya ka NogNog gusto mu Isaisahin natin ang mga ninakaw mu VP Jojo Binay",1,1,0.9967025,1,0.9946
@RolandoHoops binay :(,0,1,0.9138188,0,0.721
Episode 19- Fangs of the Enemy https://t.co/dZ6tYAlvxU,0,0,0.9573149,0,0.944
"RT @ABSCBNNews: Binay, Grace, Mar top TV ad spenders in 2015: Nielsen https://t.co/GgX024LTVQ #Halalan2016 https://t.co/YSCYCSzRVp",0,0,0.99242604,0,1.0
"Our's answer on the latest anti-Duterte ad.
I do not own the video, credits to the owner.
DUTERTE TILL THE END https://t.co/TODr2EtlBj",0,1,0.995689,0,0.9644
"Itong TV Patrol kapag balita na ng kampanya ng mga presidentiables 'pag si Binay COA report, Kapag kay Mar Roxas eh plataporma. Haha!",0,0,0.99016446,0,0.993
Wag lang si Poe Roxas and Binay please,0,0,0.80767876,0,0.9604
Ang di ko lang matatanggap e pumangalawa si Mar Roxas.,1,1,0.99490094,1,0.9375
So let the magic begins for Mar Roxas! Syet wag sana madaya so duterte,1,1,0.64852184,1,0.977
Binay camp: PNoy's rice sufficiency program a failure https://t.co/R6JKHoByST https://t.co/9VNhZ08dXG,0,1,0.99499595,0,0.999
"""Si Binay talaga boboto ko, para may taga hawak ng pera ko, mahirap na baka kung san pa mapunta eh"" -Sir Santos ????",1,1,0.90714514,1,0.7407
@edoyarrieta75 Not like that Wharton-bred Mar Roxas whose using the P. I. word during an outburst at Wack Wack is the height of kabastusan,1,1,0.9951224,1,0.9917
Bakit aasa sa foreign investors Binay? Bakit intro mo nanaman tatay mo Poe?,1,0,0.9929155,0,0.9443
"Tutukan bukas sa @TV5manila ang Go Negosyo Meets the Presidentiables Series, kasama si Mar Roxas. https://t.co/2jWEytxqrD",0,1,0.9966356,0,1.0
Puro kayo Sandro Marcos pansinin nyo naman anak ni binay hampas ko sainyo takong ni imelda ??????,1,1,0.9381033,1,0.9844
Tangina bakit 2nd na si mar roxas magwawala ako dito,1,1,0.99612755,1,0.998
Mar Roxas scares me. I see a greedy prson who is really dsperate to win. He lost hs race to Binay a fw years bck so nw he's bck at it again.,1,1,0.9948927,1,0.9883
"Buti na lang hindi ko binoto si Mar Roxas, simpleng rules di magawa hahaha #Halalan2016",1,1,0.7378709,0,0.971
"As of now: #Halalan2016 #Election2016 [Partial &amp; Legit]

Duterte: 11,510,550
Poe: 6,534,246
Roxas: 6,459,788
Binay:3,898,409
MDS: 1,179,537",0,0,0.9922994,0,0.9995
Trending topic na #AyawSaDILAW #Pnoy #MarRoxas mahiya kayo ohh every filipinos kinakahiya kayo...lahat kami galit sa inyo,1,1,0.99651754,1,0.998
i dunno about in the NCR but n r place there is pro &amp; anti r clashing.,0,0,0.99034834,0,0.9937
Only binay only binay ???? lss ako puta,1,1,0.9834235,1,0.997
"Roxas &amp; Binay reaching out to the poor, Miriam to the educated, and Poe to...uhm...Comelec daw muna. May kaso pa e. ??",1,0,0.88549167,1,0.5386
"Mar Roxas can you just fucking shut up? Puro ka paninira, nakakarindi kana puñetera",1,1,0.99657804,1,0.999
Bat ganon :( @ScevenDCN sabi ko di na kita mahal e ahhahaah leche ka talaga binay,1,1,0.9956365,1,0.9683
Pure and simple child exploitation to advance the ambitions of the putchist Trillanes and the unlovable Roxas. https://t.co/8RLgJaFkLe,1,1,0.99592423,1,0.9897
"On a scale of 1 to Mar Roxas, gaano ka kadesperado?",1,1,0.95650387,1,0.9946
SC urged to remove Binay as Boy Scouts president https://t.co/zy0shR35jw,0,0,0.9739439,0,1.0
#OnlyBinayWinner,0,0,0.98096496,0,0.9463
Just accept the fact that both Poe and Roxas will lose their credibility if they decided to unite against Duterte. #AyawSaDILAW,1,1,0.99618345,1,0.998
"RT @kleyr_: Tangina mo binay, only binay amputa.",1,1,0.9948,1,0.9995
Tama na guys.  Die hard fan ako ng Kathniel please.  Hahaha.  Engsheket. Talo naman po si Mar Roxas.  Kaya wag... https://t.co/ZJbYoIPmn4,0,1,0.9952715,1,0.7236
Bakit si Mar Roxas e may Duterte naman :3,0,1,0.76302177,0,0.6772
Bobo na lang talaga pag may bumoto kay mar roxas ?? Mr. palengke your face!,1,1,0.99640226,1,1.0
https://t.co/kl5QC0MIlG,1,1,0.9275585,0,0.6436
VP Binay says APEC brought benefits to Phl https://t.co/tOLde0nZQ0 | via DZRH News,0,0,0.9923034,0,1.0
"SERYOSO, TACLOBAN NGA WALANG NAPALA KAY MAR ROXAS, BUONG PILIPINAS PA KAYA? #AyawSaDILAW ??????????????????",1,1,0.9965037,1,0.9995
"""Hindi naging problema ang droga sa Makati. Walang droga sa Makati"" Really Binay? Naka-drugs ka ba?!  #PiliPinasDebates2016",1,1,0.7646956,1,0.9854
"Wag lang sanang mahati ang boto ni Miriam at Duterte! Baka manalo pa ang nognog, minion o kaya ang amerikana. xp #Duterte2016",1,1,0.99528486,1,0.9424
Gwapo naman lagi ni binay eh hahahaha,0,1,0.6087682,0,0.974
Binay maawa ka naman sa SINHS oh. ??,0,1,0.7620312,0,0.636
Bakit trending ang Only Binay?,0,0,0.9909485,0,0.9956
Si #Binay ang inutil kasi wala siya,1,0,0.60928684,1,0.985
@xpeanutgalleryx @cebudailynews @VektorSelba Hhhhmmm... Maybe bec of Makati. They really think Binay make Makati..not the other way around.,0,1,0.9935953,0,0.9805
"Bat buhay ng mga YELLOW ang nsa MMK? Bat di nila itry ung buhay ni Binay, ni Miriam, ni Duterte, etc. Bat ganun ha #ABSCBNZEROINTEGRITY",1,1,0.9346468,1,0.947
"Bakit Binay kaw ba anu nagawa mo ngayong Bise ka? Pareho lang kayo ni Pnoy,walang kwenta!  https://t.co/TbJiM3V8hn",1,1,0.9806143,1,0.9976
RT @IskoMestizo: Parang lahat na lanf nakakakontrapelo ni Duterte. Si Binay at Miriam lang ang hindi. Bakit kaya? https://t.co/LUDtjeNpFC,0,0,0.9926352,0,0.9785
Wooo lutong ng PI ko sa commercial ni Binay. ??,1,1,0.74289656,1,0.772
@maracepeda grabe na kc tlga ang demolition job against VP Binay and family feel yun ni Abby Binay. #OnlyBinayInMakatiSanKaPa,1,1,0.9243807,0,0.999
"The tweet with the most impact of the 'Abby Binay' Trend, was published by @inquirerdotnet: http://t.co/ulbjCBbIqh (28 RTs) #trndnl",0,0,0.9932526,0,0.999
Good News: Baguio City Mayor Mauricio Domogan vote for Binay.,0,0,0.9880036,0,0.9995
Binay hits Aquino administration for ‘sin’ of poverty: Vice President Jejomar Binay blamed the ... https://t.co/E7qiLcIiPi (via Inquirer),0,1,0.9844168,0,0.9824
"FUCK YOU PO @ABSCBNKapamilya Will not be surprised if one day your station will be closed down, AGAIN. DUTERTE TILL THE END",1,1,0.94785184,1,0.992
"#UNTVRepaso2015 Dismissed Makati Mayor Binay, sinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1771]",0,0,0.9921017,0,1.0
@scoobsparebro @skylovesduckie hoy respect binay ah he did a lot for makati tanginang mga ayala 'yan taking credit for what binay did,1,1,0.99516475,1,0.8936
Sayang Tig 1 billion na gastos nila VP Binay at Sec. Roxas Hahaha,0,0,0.98804575,1,0.5522
Trillanes x Mar Roxas x Grace Poe x Aquino. No good! ?? Nakakahiya kayo. Di dapat tularan tong mga to.,1,0,0.9910279,1,0.993
VP Jejomar Binay at mga kasama sa UNA nanguna sa pag-alala sa Bagyong Yolanda sa Tacloban kahapon. #aksyonsaumaga https://t.co/LhJwn8ZYKT,0,0,0.9918281,0,1.0
Duterte: Pekka,0,0,0.98437357,0,0.9634
"Gusto na raw mag-withdraw ni Mar #Roxas2016 para manalo si #Poe2016, kaya lang daw, sarado na ang mga bangko. https://t.co/kKIN7GiYf3",0,0,0.98642296,0,0.998
"Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/E1yxqifU1u",0,0,0.993342,0,1.0
Binay to continue CCT program if elected https://t.co/Hngbsnj5YD,0,1,0.8175813,0,1.0
Manalo na kahit sino wag lang si roxas at binay!,1,0,0.9132568,0,0.991
nog-nog pandak... ulul binay,1,1,0.99525046,1,0.9956
"Mar Roxas Noelanie Sahagun naalala niyo pa noong Preparatory, Grade 1, Grade 4 pati pandan noong PTS college ng... https://t.co/sbkbzYUtXD",0,0,0.9466102,0,0.9985
#MagpasikatAnneKimEruption,0,0,0.68872064,1,0.8276
MEL STA.MARIA | Mar Roxas and an Erap endorsement: What could it mean? https://t.co/9ZJeCWIxSR https://t.co/ASKSZfIWOS,0,0,0.9925021,0,1.0
#NogNogHambog,0,1,0.99587375,1,0.9995
@CatholicVotePH Wag natin kalimutan isupport si Sen. Gringo Honasan #OnlyBinayParehoTayo,0,1,0.954794,0,0.998
"Binay: Delay in construction of houses for Yolanda victims not fault of NHA but DBM, which has not released funds #PHvote",0,0,0.9918282,0,1.0
"RT @Jadngapalasir: Kabahan na kayo; Mar, Poe, &amp; Binay. #Duterte2016",0,1,0.9324418,0,0.9976
"Now that Mar Roxas was given a chance to shine, still lose it. Nakakaawa.",1,0,0.873449,1,0.933
Mejj nakakairita na ung ad ni binay ah!!! -_-,1,1,0.99589807,1,0.9976
#Duterte2016,0,0,0.685925,1,0.6494
Mas sumasakit lalo ulo ko sa ONLY BINAY na to :-\,1,1,0.99507743,1,0.9688
RT @reginarebueno: yuck kadiri ang oily ni binay,1,1,0.9960343,1,0.998
happy birthday bestfriend nancy binay u da best @severusIy luv luv luuuuv,0,1,0.99626094,0,0.973
Trying hard na talaga tong si Mar Roxas.,1,1,0.96891874,1,0.998
"Nakakainis yung commercial ni Binay eh. Sariling lait, tapos buhat bangko.",1,1,0.9966072,1,0.9995
"Rest in Peace, Mar Roxas.  https://t.co/K7P4ktNH4X",1,1,0.9258697,1,0.9624
Sana may totoong Hunger Games dito sa pinas. Tapos botohan kung sino gusto isali ng mga tao. Mangunguna jan si BINAY sunod si ROXAS! ????,1,1,0.98336744,1,0.8984
"Yung nanghipo sakin kanina sa bus papuntang SM North, tangina ka ipapabaril kita kay Duterte tangina mo gago ????",1,1,0.9962626,1,0.997
#DuterteTillTheEnd ??,1,1,0.94636494,1,0.9263
"@lorenzoRoms SI Mar Roxas naman ang ""frostration ng mga Filipino""",0,1,0.99609,1,0.7563
#OnlyBinayWinner,0,0,0.98096496,0,0.9463
"Buti nalang at malayo ang lamang ni SOON TO BE PRESIDENT DUTERTE. Kung dikit yan kay Roxas, #DayaangMatuwid talaga labanan. #BilangPilipino",1,0,0.59467435,0,0.831
"Ongoing: VP Binay keynotes K to 12 symposium in Hinunangan, Southern Leyte. https://t.co/ksDQWEfyt7",0,1,0.99664044,0,1.0
"DAILY TRIBUNE Headlines [Tuesday - 02.16.16]:

-Binay keeps SWS poll lead
-Marcos gains, ties with Chiz in VP... https://t.co/sZEgfVnOEt",0,1,0.9965835,0,1.0
"19days na lang bago mag election! Kinakabahan na si Mar, Binay at Poe",0,0,0.9877103,0,0.9956
ng BOYSCOUT. LOL,0,1,0.80934864,0,0.72
Pero di ko talaga matanggap na mataas pa ang nakuhang votes nila Roxas at Binay kay Santiago. Whyyyy? #Election2016,0,1,0.63893867,0,0.696
